,day,month,year,weekday,hour,minute,matchday,status,leagueName,leagueId,leagueType,stage,homeName,homeId,awayName,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt
436131,26,12,2023,2,12,30,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Nottingham,351,1,1,1,3
436954,26,12,2023,2,13,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,QPR,69,1,0,2,0
436956,26,12,2023,2,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Watford,346,Bristol City,387,0,2,1,4
436962,26,12,2023,2,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Norwich,68,0,0,1,0
436958,26,12,2023,2,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Sunderland,71,0,0,0,1
436953,26,12,2023,2,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Sheffield Wed,345,1,0,2,0
436123,26,12,2023,2,15,0,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Fulham,63,1,0,3,0
436955,26,12,2023,2,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Southampton,340,Swansea,72,1,0,5,0
436961,26,12,2023,2,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Rotherham Utd,385,Middlesbrough,343,0,0,1,0
436957,26,12,2023,2,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Blackburn,59,1,0,3,0
436952,26,12,2023,2,15,0,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Plymouth Arg,1138,1,1,2,2
436132,26,12,2023,2,15,0,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Luton Town,389,0,1,2,3
436951,26,12,2023,2,17,15,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Stoke,70,0,2,1,3
436127,26,12,2023,2,17,30,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Liverpool,64,0,1,0,2
436959,26,12,2023,2,19,45,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Ipswich Town,349,Leicester City,338,0,1,1,1
436130,26,12,2023,2,20,0,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Aston Villa,58,0,2,3,2
436128,27,12,2023,3,19,30,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Crystal Palace,354,1,1,2,1
436125,27,12,2023,3,19,30,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Wolverhampton,76,1,3,1,4
436129,27,12,2023,3,20,15,19.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Man City,65,1,0,1,3
436906,8,12,2023,5,20,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Birmingham,332,1,0,2,0
436903,9,12,2023,6,12,30,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sunderland,71,West Brom,74,0,0,2,1
436095,9,12,2023,6,12,30,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Liverpool,64,0,0,1,2
436904,9,12,2023,6,12,30,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Leeds United,341,0,1,0,2
436094,9,12,2023,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Burnley,328,0,1,1,1
436905,9,12,2023,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Millwall,384,0,0,1,0
436100,9,12,2023,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Brentford,402,1,0,1,0
436911,9,12,2023,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Norwich,68,Preston NE,1081,0,0,0,0
436907,9,12,2023,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Ipswich Town,349,0,1,0,2
436102,9,12,2023,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Nottingham,351,1,1,1,1
436913,9,12,2023,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Rotherham Utd,385,Swansea,72,0,1,1,2
436909,9,12,2023,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Bristol City,387,1,0,1,1
436099,9,12,2023,6,15,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Bournemouth,1044,0,1,0,3
436910,9,12,2023,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Leicester City,338,Plymouth Arg,1138,1,0,4,0
436912,9,12,2023,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Hull City,322,1,0,2,0
436908,9,12,2023,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Watford,346,Southampton,340,0,0,1,1
436914,9,12,2023,6,15,0,20.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Sheffield Wed,345,0,0,0,1
436093,9,12,2023,6,17,30,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Arsenal,57,1,0,1,0
436096,10,12,2023,7,14,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Chelsea,61,0,0,2,0
436098,10,12,2023,7,14,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Man City,65,1,0,1,2
436097,10,12,2023,7,14,0,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,West Ham,563,3,0,5,0
436101,10,12,2023,7,16,30,16.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Newcastle,67,2,0,4,1
436917,12,12,2023,2,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Watford,346,Ipswich Town,349,1,1,1,2
436919,12,12,2023,2,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Rotherham Utd,385,West Brom,74,0,0,0,2
436918,12,12,2023,2,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Preston NE,1081,0,2,1,3
436920,12,12,2023,2,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Swansea,72,0,0,1,1
436916,12,12,2023,2,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Bristol City,387,1,0,2,1
436915,12,12,2023,2,20,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sunderland,71,Leeds United,341,0,0,1,0
436926,13,12,2023,3,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Plymouth Arg,1138,0,0,0,0
436921,13,12,2023,3,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Birmingham,332,0,1,0,1
436922,13,12,2023,3,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Southampton,340,0,0,1,1
436925,13,12,2023,3,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Norwich,68,Sheffield Wed,345,1,1,3,1
436924,13,12,2023,3,19,45,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Leicester City,338,Millwall,384,0,1,3,2
436923,13,12,2023,3,20,0,21.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Hull City,322,1,0,1,2
436111,15,12,2023,5,20,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Tottenham,73,0,1,0,2
436932,16,12,2023,6,12,30,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Ipswich Town,349,Norwich,68,1,1,2,2
436936,16,12,2023,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Wed,345,QPR,69,0,1,2,1
436935,16,12,2023,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Watford,346,1,1,1,5
436931,16,12,2023,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Cardiff,715,1,0,3,0
436110,16,12,2023,6,15,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Fulham,63,0,0,3,0
436933,16,12,2023,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Leeds United,341,Coventry City,1076,0,0,1,1
436929,16,12,2023,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Huddersfield,394,0,0,1,1
436937,16,12,2023,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Middlesbrough,343,0,1,1,2
436107,16,12,2023,6,15,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Sheffield Utd,356,0,0,2,0
436930,16,12,2023,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Southampton,340,Blackburn,59,1,0,4,0
436109,16,12,2023,6,15,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Crystal Palace,354,1,0,2,2
436928,16,12,2023,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Sunderland,71,1,0,1,0
436934,16,12,2023,6,15,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Plymouth Arg,1138,Rotherham Utd,385,1,1,3,2
436106,16,12,2023,6,17,30,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Everton,62,0,2,0,2
436938,17,12,2023,7,12,0,22.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Stoke,70,1,1,1,1
436112,17,12,2023,7,14,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Wolverhampton,76,2,0,3,0
436104,17,12,2023,7,14,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Brighton Hove,397,0,0,2,0
436105,17,12,2023,7,14,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Aston Villa,58,1,0,1,2
436108,17,12,2023,7,16,30,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Man United,66,0,0,0,0
436881,28,11,2023,2,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Preston NE,1081,3,0,4,0
436883,28,11,2023,2,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Rotherham Utd,385,3,0,4,1
436879,28,11,2023,2,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,West Brom,74,0,0,0,1
436884,28,11,2023,2,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Stoke,70,1,1,4,2
436880,28,11,2023,2,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Plymouth Arg,1138,0,0,1,0
436882,28,11,2023,2,20,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Watford,346,Norwich,68,2,2,3,2
436887,29,11,2023,3,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Southampton,340,Bristol City,387,0,0,1,0
436890,29,11,2023,3,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Wed,345,Leicester City,338,0,1,1,1
436885,29,11,2023,3,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sunderland,71,Huddersfield,394,1,1,1,2
436886,29,11,2023,3,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Birmingham,332,0,0,4,2
436889,29,11,2023,3,19,45,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Leeds United,341,Swansea,72,2,1,3,1
436888,29,11,2023,3,20,0,18.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Ipswich Town,349,Millwall,384,3,0,3,1
436899,1,12,2023,5,20,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,QPR,69,0,0,0,2
436902,2,12,2023,6,12,30,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Leicester City,338,0,0,1,2
436901,2,12,2023,6,15,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Huddersfield,394,0,1,1,1
436075,2,12,2023,6,15,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Luton Town,389,0,0,3,1
436894,2,12,2023,6,15,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Southampton,340,Cardiff,715,2,0,2,0
436896,2,12,2023,6,15,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Ipswich Town,349,Coventry City,1076,2,0,2,1
436898,2,12,2023,6,15,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Plymouth Arg,1138,Stoke,70,1,1,2,1
436900,2,12,2023,6,15,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Wed,345,Blackburn,59,1,0,3,1
436076,2,12,2023,6,15,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Sheffield Utd,356,2,0,5,0
436895,2,12,2023,6,15,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Watford,346,1,1,1,2
436891,2,12,2023,6,15,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Rotherham Utd,385,0,0,0,0
436897,2,12,2023,6,15,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Leeds United,341,Middlesbrough,343,3,2,3,2
436074,2,12,2023,6,15,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Wolverhampton,76,2,0,2,1
436893,2,12,2023,6,15,0,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Sunderland,71,1,0,1,1
436081,2,12,2023,6,17,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Everton,62,0,0,0,1
436080,2,12,2023,6,20,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Man United,66,0,0,1,0
436892,3,12,2023,7,13,30,19.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Norwich,68,1,0,1,2
436082,3,12,2023,7,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Crystal Palace,354,1,0,1,1
436077,3,12,2023,7,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Brighton Hove,397,2,1,3,2
436073,3,12,2023,7,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Aston Villa,58,1,1,2,2
436078,3,12,2023,7,14,0,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Fulham,63,2,2,4,3
436079,3,12,2023,7,16,30,14.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Tottenham,73,2,1,3,3
436090,5,12,2023,2,19,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Burnley,328,1,0,1,0
436087,5,12,2023,2,20,15,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Arsenal,57,1,2,3,4
436088,6,12,2023,3,19,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Liverpool,64,0,1,0,2
436084,6,12,2023,3,19,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Brentford,402,1,1,2,1
436086,6,12,2023,3,19,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Nottingham,351,2,0,5,0
436091,6,12,2023,3,19,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Bournemouth,1044,0,1,0,2
436092,6,12,2023,3,20,15,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Chelsea,61,1,1,2,1
436083,6,12,2023,3,20,15,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Man City,65,0,0,1,0
436085,7,12,2023,4,19,30,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Newcastle,67,0,0,3,0
436089,7,12,2023,4,20,15,15.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,West Ham,563,1,0,1,2
436875,24,11,2023,5,20,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Rotherham Utd,385,Leeds United,341,1,1,1,1
436068,25,11,2023,6,12,30,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Liverpool,64,1,0,1,1
436871,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Leicester City,338,Watford,346,0,0,2,0
436877,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Hull City,322,2,0,2,2
436867,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Sheffield Wed,345,1,1,2,1
436873,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Plymouth Arg,1138,Sunderland,71,2,0,2,0
436869,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Coventry City,1076,0,1,0,3
436069,25,11,2023,6,15,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Chelsea,61,1,1,4,1
436071,25,11,2023,6,15,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Bournemouth,1044,0,2,1,3
436067,25,11,2023,6,15,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Crystal Palace,354,0,0,2,1
436064,25,11,2023,6,15,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,West Ham,563,0,0,1,2
436870,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Southampton,340,0,1,1,1
436876,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Blackburn,59,0,1,0,3
436872,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Norwich,68,QPR,69,1,0,1,0
436868,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Middlesbrough,343,2,0,3,2
436874,25,11,2023,6,15,0,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Cardiff,715,0,0,1,2
436070,25,11,2023,6,15,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Brighton Hove,397,1,2,2,3
436878,25,11,2023,6,17,30,17.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Ipswich Town,349,1,0,2,0
436063,25,11,2023,6,17,30,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Arsenal,57,0,0,0,1
436072,26,11,2023,7,14,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Aston Villa,58,1,1,1,2
436065,26,11,2023,7,16,30,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Man United,66,0,1,0,3
436066,27,11,2023,1,20,0,13.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Wolverhampton,76,1,1,3,2
436856,10,11,2023,5,20,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Preston NE,1081,0,1,1,2
436855,11,11,2023,6,12,30,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sunderland,71,Birmingham,332,1,1,3,1
436062,11,11,2023,6,12,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Tottenham,73,0,1,2,1
436863,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Ipswich Town,349,Swansea,72,2,1,3,2
436054,11,11,2023,6,15,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Burnley,328,1,0,3,1
436859,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Leicester City,338,0,0,1,0
436865,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Bristol City,387,0,0,0,0
436861,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Watford,346,Rotherham Utd,385,2,0,5,0
436857,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Norwich,68,2,1,2,3
436862,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Huddersfield,394,0,0,1,0
436858,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Stoke,70,0,0,0,0
436864,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Leeds United,341,Plymouth Arg,1138,2,0,2,1
436860,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Southampton,340,West Brom,74,1,0,2,1
436866,11,11,2023,6,15,0,16.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Wed,345,Millwall,384,0,2,0,4
436060,11,11,2023,6,15,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Luton Town,389,0,0,1,0
436058,11,11,2023,6,15,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Everton,62,1,1,2,3
436053,11,11,2023,6,17,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Newcastle,67,0,0,2,0
436056,12,11,2023,7,14,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Sheffield Utd,356,1,0,1,1
436061,12,11,2023,7,14,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Nottingham,351,1,1,3,2
436059,12,11,2023,7,14,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Brentford,402,1,0,3,0
436055,12,11,2023,7,14,0,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Fulham,63,2,0,3,1
436057,12,11,2023,7,16,30,12.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Man City,65,2,2,4,4
436041,29,10,2023,7,13,0,10.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Everton,62,0,0,0,1
436842,29,10,2023,7,13,0,14.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Wed,345,Rotherham Utd,385,2,0,2,0
436035,29,10,2023,7,14,0,10.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Luton Town,389,1,0,3,1
436039,29,10,2023,7,14,0,10.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Nottingham,351,2,0,3,0
436036,29,10,2023,7,14,0,10.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Fulham,63,1,0,1,1
436040,29,10,2023,7,15,30,10.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Man City,65,0,1,0,3
436834,30,10,2023,1,20,0,14.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,West Brom,74,0,1,0,2
436847,3,11,2023,5,20,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Leicester City,338,Leeds United,341,0,0,0,1
436046,4,11,2023,6,12,30,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Man United,66,0,0,0,1
436853,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Sunderland,71,0,0,0,0
436849,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Plymouth Arg,1138,Middlesbrough,343,2,1,3,3
436845,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Southampton,340,0,0,0,1
436843,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Ipswich Town,349,1,0,2,2
436851,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Rotherham Utd,385,QPR,69,0,0,1,1
436854,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Hull City,322,1,1,3,1
436048,4,11,2023,6,15,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Bournemouth,1044,3,0,6,1
436051,4,11,2023,6,15,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Wolverhampton,76,0,0,2,1
436044,4,11,2023,6,15,0,11.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Crystal Palace,354,0,1,0,2
436852,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Cardiff,715,0,0,0,0
436844,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Sheffield Wed,345,0,0,1,0
436850,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Coventry City,1076,2,1,3,2
436846,4,11,2023,6,15,0,15.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Watford,346,0,0,0,0
